Order,PID,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Heating,Heating QC,Central Air,Electrical,Low Qual Fin SF,Gr Liv Area,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice,Total SF,Total Bathrooms,House Age,Years Since Remodel,Has Pool
1322,902402260,70,RM,60.0,11340,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,2,1,Gable,CompShg,AsbShng,AsbShng,None,0.0,2,2,BrkTil,2,2,1,1,0.0,1,0.0,723.0,GasA,3,N,SBrkr,0,1086,2,1,3,5,Maj1,0,0,Detchd,1920.0,Unf,2.0,400.0,2,1,N,0,24,144,0,0,0,0,None,None,0,11,2008,ConLD,Normal,10.915106645867503,1809.0,1.0,88,58,0
932,909428240,20,RL,100.0,17500,Pave,None,Reg,Bnk,AllPub,Corner,Mod,Crawfor,PosA,Norm,1Fam,1Story,6,5,Gable,CompShg,HdBoard,HdBoard,Stone,420.0,3,3,PConc,3,3,3,2,784.0,4,435.0,91.0,GasA,5,Y,SBrkr,0,1906,3,1,3,6,Typ,2,4,Basment,1954.0,Unf,2.0,576.0,3,3,Y,0,201,0,0,0,0,0,None,None,0,1,2009,WD ,Normal,12.319405795112926,3216.0,2.5,55,55,0
1300,902201120,20,RM,50.0,6000,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,3,3,1,5,104.0,4,169.0,516.0,GasA,5,Y,SBrkr,0,789,2,1,3,5,Typ,0,0,Detchd,1948.0,Unf,1.0,250.0,3,3,Y,0,0,0,0,0,0,0,None,None,0,4,2008,WD ,Partial,11.652696102959753,1578.0,1.0,60,58,0
2239,910203290,30,RM,59.0,8263,Pave,None,Reg,Bnk,AllPub,Inside,Mod,IDOTRR,Norm,Norm,1Fam,1Story,6,5,Gable,CompShg,BrkFace,BrkFace,None,0.0,3,3,BrkTil,3,3,1,1,0.0,1,0.0,1012.0,GasA,3,Y,FuseA,0,1012,2,1,3,6,Typ,1,4,Detchd,1920.0,Unf,1.0,308.0,3,3,Y,0,22,112,0,0,0,0,MnPrv,None,0,5,2007,WD ,Normal,11.681832447342321,2024.0,1.0,87,57,0
1314,902305080,75,RM,60.0,9600,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,6,5,Gable,CompShg,AsbShng,AsbShng,None,0.0,3,3,BrkTil,4,3,1,3,319.0,1,0.0,416.0,OthW,2,N,SBrkr,0,2058,3,1,3,8,Typ,1,4,Detchd,1950.0,Unf,2.0,396.0,2,2,P,0,0,259,0,0,0,0,None,None,0,4,2008,WD ,Normal,11.771443882099637,2793.0,1.5,91,58,0
1886,534276180,20,RL,74.0,7450,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,1,3,438.0,2,206.0,250.0,GasA,4,Y,SBrkr,0,1074,2,1,4,6,Min1,1,4,Detchd,1966.0,Unf,2.0,396.0,3,3,Y,0,72,0,0,0,0,0,GdWo,None,0,1,2007,WD ,Normal,11.728044909070785,1968.0,1.0,51,51,0
608,534402060,20,RL,115.0,10500,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,HdBoard,HdBoard,Stone,144.0,3,4,CBlock,3,3,1,2,998.0,1,0.0,294.0,GasA,3,Y,SBrkr,0,1292,3,1,3,6,Typ,2,4,Detchd,1964.0,Unf,2.0,520.0,3,3,Y,0,32,0,0,92,0,0,None,None,0,7,2009,COD,Abnorml,11.88518533064729,2584.0,2.5,45,45,0
1469,907290150,120,RM,37.0,4435,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,170.0,4,3,PConc,4,3,3,6,686.0,1,0.0,162.0,GasA,5,Y,SBrkr,0,848,1,1,4,3,Typ,0,0,Attchd,2003.0,Fin,2.0,420.0,3,3,Y,140,0,0,0,0,0,0,None,None,0,3,2008,WD ,Normal,11.824087219587643,1696.0,2.0,5,5,0
152,535304060,190,RL,70.0,13587,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,2fmCon,1Story,5,5,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,3,3,532.0,1,0.0,456.0,GasA,3,Y,SBrkr,0,988,2,1,3,5,Typ,0,0,Attchd,1958.0,Unf,1.0,264.0,3,3,Y,0,0,0,0,0,0,0,None,None,0,4,2010,WD ,Abnorml,11.686887175419702,1976.0,2.0,52,52,0
1209,534400060,20,RL,100.0,10175,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,Gable,CompShg,HdBoard,Plywood,BrkFace,272.0,3,3,CBlock,3,3,1,4,490.0,1,0.0,935.0,GasA,4,Y,SBrkr,0,1425,3,1,3,7,Typ,1,4,Attchd,1964.0,RFn,2.0,576.0,3,3,Y,0,0,0,407,0,0,0,None,None,0,7,2008,WD ,Normal,12.103491596905931,2850.0,2.0,44,44,0
2090,906200230,50,RL,104.0,23920,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,1Fam,1.5Fin,6,5,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,1,1,0.0,1,0.0,1105.0,GasA,5,Y,SBrkr,0,1822,4,1,4,7,Min2,1,1,Attchd,1984.0,Unf,2.0,515.0,3,3,P,0,195,1012,0,0,444,3,None,None,0,4,2007,WD ,Normal,12.339295865674435,2927.0,2.0,23,23,1
732,903202170,70,RL,50.0,4960,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Norm,1Fam,1.5Fin,5,7,Gable,CompShg,WdShing,Wd Shng,None,0.0,3,3,CBlock,3,3,1,1,0.0,1,0.0,297.0,GasA,5,Y,SBrkr,0,1654,3,1,3,7,Typ,1,4,Detchd,1955.0,Unf,1.0,336.0,3,3,N,244,60,0,0,0,0,0,None,None,0,5,2009,WD ,Normal,11.827743504053695,1951.0,2.0,79,27,0
2390,528120110,60,RL,80.0,10240,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,178.0,4,3,PConc,4,3,2,1,0.0,1,0.0,1030.0,GasA,4,Y,SBrkr,0,2098,3,1,5,8,Typ,1,4,Attchd,2005.0,RFn,3.0,878.0,3,3,Y,192,52,0,0,0,0,0,None,None,0,3,2006,WD ,Normal,12.526346537332584,3128.0,2.5,1,1,0
1511,908275280,50,RL,59.0,16466,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,7,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,PConc,3,3,1,1,0.0,1,0.0,816.0,GasA,3,Y,SBrkr,0,1393,3,1,3,8,Typ,0,0,Attchd,1955.0,Unf,1.0,300.0,3,3,Y,121,0,0,0,265,0,0,None,None,0,4,2008,WD ,Normal,11.816734299348461,2209.0,1.5,53,53,0
2667,902400110,75,RM,90.0,22950,Pave,None,IR2,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,2.5Fin,10,9,Gable,WdShngl,Wd Sdng,Wd Sdng,None,0.0,4,4,BrkTil,3,3,2,1,0.0,1,0.0,1107.0,GasA,5,Y,SBrkr,572,3608,4,1,5,12,Typ,2,3,Detchd,1993.0,Unf,3.0,840.0,5,3,Y,0,260,0,0,410,0,0,GdPrv,None,0,6,2006,WD ,Normal,13.07107218827772,4143.0,2.5,114,13,0
24,527402200,20,RL,,11241,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,7,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,180.0,3,3,CBlock,3,3,1,5,578.0,1,0.0,426.0,GasA,5,Y,SBrkr,0,1004,2,1,3,5,Typ,1,3,Attchd,1970.0,Fin,2.0,480.0,3,3,Y,0,0,0,0,0,0,0,None,Shed,700,3,2010,WD ,Normal,11.91170829631447,2008.0,2.0,40,40,0
1567,914475020,80,RL,76.0,9880,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,6,6,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,CBlock,3,3,3,5,522.0,1,0.0,574.0,GasA,3,Y,SBrkr,0,1118,3,1,3,6,Typ,1,1,Attchd,1977.0,Fin,1.0,358.0,3,3,Y,203,0,0,0,0,576,4,GdPrv,None,0,7,2008,WD ,Normal,12.049424683420915,2214.0,2.0,31,31,1
159,535377090,90,RL,64.0,6979,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,Duplex,SFoyer,6,5,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,CBlock,3,3,1,6,1056.0,1,0.0,0.0,GasA,4,Y,SBrkr,0,1056,0,2,3,4,Typ,0,0,Detchd,1980.0,Unf,2.0,576.0,3,3,Y,264,56,0,0,0,0,0,GdPrv,Shed,600,6,2010,WD ,Normal,11.87757552297847,2112.0,2.0,30,30,0
862,907227290,85,RL,70.0,8445,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,SFoyer,5,7,Gable,CompShg,HdBoard,Wd Shng,None,0.0,3,3,CBlock,4,3,3,6,656.0,1,0.0,112.0,GasA,3,Y,SBrkr,0,768,2,1,3,5,Typ,0,0,Detchd,1988.0,Unf,2.0,396.0,3,3,Y,58,0,0,0,0,0,0,MnPrv,None,0,3,2009,WD ,Normal,11.798111925972618,1536.0,2.0,37,2,0
903,909101010,50,RL,67.0,12354,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,6,8,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,2,2,1,0.0,1,0.0,684.0,GasA,4,Y,SBrkr,0,1196,3,1,4,7,Typ,0,0,Detchd,2005.0,Unf,2.0,528.0,3,3,Y,0,46,0,0,0,0,0,GdPrv,Shed,800,8,2009,ConLI,Normal,11.608244735642321,1880.0,1.0,89,9,0
1357,903426160,60,RM,57.0,8094,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,2.5Unf,6,8,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,PConc,3,3,2,3,196.0,1,0.0,1046.0,GasA,4,Y,SBrkr,0,1984,5,1,3,8,Typ,0,0,Detchd,1910.0,None,1.0,360.0,0,0,Y,64,0,180,0,0,0,0,MnPrv,Shed,1000,9,2008,WD ,Normal,11.982935344196433,3226.0,2.0,98,25,0
2550,534428060,20,RL,69.0,8973,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,Plywood,Plywood,BrkFace,85.0,3,3,CBlock,3,3,1,3,567.0,4,28.0,413.0,GasA,3,Y,FuseA,0,1053,3,1,5,6,Typ,0,0,2Types,1998.0,RFn,2.0,750.0,3,3,Y,0,80,0,180,0,0,0,MnWw,None,0,7,2006,WD ,Abnorml,11.918397239722838,2061.0,2.0,48,15,0
445,528142130,20,RL,85.0,10655,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,296.0,4,3,PConc,4,3,1,6,1124.0,0,479.0,1603.0,GasA,5,Y,SBrkr,0,1629,3,1,4,7,Typ,1,4,Attchd,2003.0,RFn,3.0,880.0,3,3,Y,0,0,0,0,0,0,0,None,None,0,10,2009,WD ,Normal,12.556733038263905,4835.0,3.0,6,5,0
2872,909475020,20,RL,,16381,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,5,Gable,CompShg,Plywood,Plywood,BrkFace,312.0,4,4,CBlock,3,3,3,3,1110.0,1,0.0,734.0,GasA,4,Y,SBrkr,0,1844,3,1,4,7,Typ,1,3,Attchd,1969.0,RFn,2.0,540.0,3,3,Y,0,73,216,0,0,0,0,None,None,0,12,2006,WD ,Normal,12.314931534737134,3688.0,3.0,37,37,0
2310,526354020,20,RL,90.0,11727,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,6,Gable,CompShg,HdBoard,HdBoard,BrkFace,434.0,3,4,CBlock,3,3,2,1,0.0,1,0.0,1851.0,GasA,4,Y,SBrkr,0,1851,3,1,3,8,Typ,1,3,Attchd,1969.0,Fin,2.0,506.0,3,3,Y,0,146,0,0,0,0,0,None,None,0,3,2006,WD ,Normal,12.16577655436517,3702.0,2.0,37,37,0
924,909277100,30,RL,80.0,13360,Pave,Grvl,IR1,HLS,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,4,BrkTil,4,3,1,5,713.0,1,0.0,163.0,GasA,5,Y,SBrkr,0,964,2,1,3,5,Typ,0,0,Detchd,1921.0,Unf,2.0,432.0,3,3,Y,0,0,44,0,0,0,0,None,None,0,8,2009,WD ,Normal,12.004574385508691,1840.0,2.0,88,3,0
2903,921205050,20,RL,88.0,11577,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,9,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,382.0,5,3,PConc,4,3,4,6,1455.0,1,0.0,383.0,GasA,5,Y,SBrkr,0,1838,3,1,5,9,Typ,1,4,Attchd,2005.0,Fin,3.0,682.0,3,3,Y,161,225,0,0,0,0,0,None,None,0,9,2006,New,Partial,12.79358427261286,3676.0,3.0,1,0,0
2051,905101070,20,RL,62.0,14299,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,4,3,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,1,3,513.0,2,144.0,348.0,GasA,3,Y,SBrkr,0,1005,3,1,3,5,Typ,0,0,Detchd,1964.0,Unf,2.0,440.0,3,3,N,0,0,0,0,0,0,0,MnPrv,None,0,7,2007,WD ,Normal,11.656168298529856,2010.0,2.0,43,43,0
312,914476520,20,RL,129.0,9196,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,5,3,1,1,0.0,1,0.0,1560.0,GasA,5,Y,SBrkr,0,1560,3,1,4,7,Typ,0,0,Attchd,2003.0,Fin,2.0,573.0,3,3,Y,100,150,0,0,0,0,0,None,None,0,4,2010,WD ,Normal,12.211065162153215,3120.0,2.0,7,7,0
549,531452070,120,RL,50.0,7175,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,Gable,CompShg,Plywood,ImStucc,None,0.0,4,3,PConc,4,3,1,1,0.0,1,0.0,1332.0,GasA,4,Y,SBrkr,0,1332,2,1,4,5,Typ,0,0,Attchd,1990.0,RFn,2.0,542.0,3,3,Y,0,60,0,0,0,0,0,None,None,0,2,2009,WD ,Normal,11.884495917930655,2664.0,2.0,19,18,0
1836,533206060,120,FV,80.0,3523,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,8,5,Gable,CompShg,VinylSd,VinylSd,Stone,30.0,4,3,PConc,4,3,1,6,60.0,1,0.0,1081.0,GasA,5,Y,SBrkr,0,1151,2,1,4,5,Typ,0,0,Attchd,2006.0,Fin,2.0,484.0,3,3,Y,0,60,0,0,0,0,0,None,None,0,2,2007,New,Partial,12.019749091416921,2292.0,3.0,1,0,0
2084,905476170,30,RL,58.0,9098,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,7,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,3,2,5,348.0,1,0.0,180.0,GasA,5,Y,SBrkr,0,605,2,1,3,5,Typ,0,0,None,1920.0,None,0.0,0.0,0,0,N,0,0,144,0,0,0,0,None,None,0,7,2007,WD ,Normal,11.362114203075018,1133.0,2.0,87,5,0
307,911204090,20,C (all),66.0,8712,Grvl,None,Reg,Bnk,AllPub,Inside,Mod,IDOTRR,Norm,Norm,1Fam,1Story,5,5,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,3,CBlock,3,3,3,1,0.0,1,0.0,540.0,GasA,3,N,FuseA,0,1044,2,1,2,4,Typ,0,0,Basment,1952.0,Unf,2.0,504.0,3,3,N,0,0,0,0,0,0,0,None,Shed,54,6,2010,WD ,Alloca,10.932999821119937,1584.0,1.0,58,58,0
288,909101070,30,RL,45.0,8212,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,3,3,Gable,CompShg,Stucco,Stucco,None,0.0,3,2,BrkTil,3,2,1,3,203.0,1,0.0,661.0,GasA,3,N,FuseF,0,864,2,1,3,5,Typ,0,0,Detchd,1938.0,Unf,1.0,200.0,3,2,Y,0,0,96,0,0,0,0,None,None,0,6,2010,WD ,Normal,10.97679912709094,1728.0,2.0,96,60,0
695,902103120,90,RM,57.0,10307,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,Duplex,2Story,6,5,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,2,2,633.0,1,0.0,339.0,GasA,4,N,FuseA,0,1944,4,2,3,12,Typ,0,0,Detchd,1920.0,Unf,2.0,324.0,2,3,N,0,28,169,0,0,0,0,None,None,0,6,2009,WD ,Normal,11.547336553476635,2916.0,3.0,99,59,0
309,911370510,120,RM,44.0,3811,Pave,None,IR1,HLS,AllPub,Corner,Mod,Crawfor,Artery,Norm,TwnhsE,1Story,8,5,Hip,CompShg,CemntBd,CmentBd,Stone,186.0,4,3,PConc,5,3,4,6,1373.0,1,0.0,221.0,GasA,5,Y,SBrkr,0,1646,2,1,4,5,Typ,1,4,Attchd,2004.0,Fin,2.0,525.0,3,3,Y,128,53,0,0,155,0,0,None,None,0,5,2010,WD ,Normal,12.413090879946887,3240.0,3.5,6,5,0
2264,916386170,20,RL,67.0,10656,Pave,None,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,Gable,CompShg,VinylSd,VinylSd,Stone,274.0,4,3,PConc,4,3,3,1,0.0,1,0.0,1638.0,GasA,5,Y,SBrkr,0,1646,3,1,4,6,Typ,1,4,Attchd,2007.0,RFn,3.0,870.0,3,3,Y,192,80,0,0,0,0,0,None,None,0,11,2007,New,Partial,12.424810506025395,3284.0,2.0,1,0,0
750,903427120,70,RM,57.0,8094,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,6,6,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,PConc,3,3,1,1,0.0,1,0.0,1048.0,GasA,4,Y,FuseA,0,1768,3,1,3,8,Typ,0,0,Detchd,1930.0,Unf,2.0,576.0,2,2,Y,0,0,150,0,0,0,0,None,None,0,6,2009,WD ,Normal,11.951186847493476,2816.0,2.0,94,59,0
1458,907254020,60,RL,73.0,9066,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,320.0,4,3,PConc,4,3,2,6,668.0,1,0.0,336.0,GasA,5,Y,SBrkr,0,1852,3,1,4,7,Typ,2,3,Attchd,1999.0,Fin,3.0,660.0,3,3,Y,224,106,0,0,0,0,0,GdPrv,None,0,12,2008,WD ,Normal,12.345838935721968,2856.0,2.5,9,8,0
909,909178160,50,RL,60.0,9900,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,6,7,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,BrkTil,3,3,1,1,0.0,1,0.0,778.0,GasA,3,Y,SBrkr,0,1489,3,1,3,7,Typ,1,4,Detchd,1940.0,Unf,1.0,240.0,3,3,Y,335,0,0,0,0,0,0,GdWo,None,0,7,2009,WD ,Normal,11.845827048676645,2267.0,2.0,69,59,0
2036,903456110,60,RM,60.0,9780,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2Story,7,9,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,5,CBlock,3,3,1,2,354.0,3,398.0,224.0,GasA,5,Y,SBrkr,0,1952,4,1,4,8,Typ,2,3,Detchd,1950.0,Fin,1.0,299.0,3,3,Y,285,0,0,0,216,0,0,None,None,0,4,2007,WD ,Normal,12.265760357995845,2928.0,1.5,57,2,0
2324,527158020,20,RL,,8076,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,6,6,Gable,CompShg,HdBoard,HdBoard,BrkFace,112.0,3,3,PConc,4,3,1,6,705.0,1,0.0,455.0,GasA,4,Y,SBrkr,0,1169,3,1,3,6,Typ,1,3,Attchd,1993.0,Fin,2.0,402.0,3,3,Y,0,26,0,0,144,0,0,MnPrv,None,0,7,2006,WD ,Normal,12.119975396053194,2329.0,2.5,13,12,0
1207,534277070,20,RL,,8475,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,7,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,3,3,1,5,228.0,1,0.0,724.0,GasA,5,Y,FuseA,0,952,2,1,3,4,Typ,0,0,Detchd,1956.0,Unf,1.0,283.0,3,3,Y,0,0,0,0,0,0,0,None,None,0,4,2008,WD ,Normal,11.818577604251555,1904.0,1.0,52,52,0
2435,528240080,60,RL,106.0,11194,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,40.0,4,3,PConc,4,3,1,1,0.0,1,0.0,1406.0,GasA,5,Y,SBrkr,0,1936,3,1,4,7,Typ,1,3,Attchd,2000.0,RFn,2.0,504.0,3,3,Y,188,124,0,0,0,0,0,None,None,0,11,2006,WD ,Normal,12.348010479804223,3342.0,2.5,6,6,0
971,923202060,20,RL,100.0,21750,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,4,Hip,CompShg,HdBoard,HdBoard,BrkFace,75.0,3,2,Slab,0,0,0,0,0.0,0,0.0,0.0,GasA,3,Y,SBrkr,0,1771,3,1,3,9,Min1,1,3,Attchd,1960.0,Unf,2.0,336.0,3,3,Y,0,0,0,0,0,0,0,GdPrv,None,0,11,2009,WD ,Normal,11.652696102959753,1771.0,1.0,49,3,0
14,527180040,20,RL,85.0,10176,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,PConc,4,3,4,6,637.0,1,0.0,663.0,GasA,4,Y,SBrkr,0,1341,2,1,4,5,Typ,1,1,Attchd,1990.0,Unf,2.0,506.0,3,3,Y,192,0,0,0,0,0,0,None,None,0,2,2010,WD ,Normal,12.052344376474922,2641.0,2.5,20,20,0
874,907285020,60,RL,,9375,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,573.0,3,3,PConc,4,3,1,6,739.0,1,0.0,318.0,GasA,5,Y,SBrkr,0,2034,3,1,4,8,Typ,0,0,Attchd,1998.0,RFn,2.0,645.0,3,3,Y,576,36,0,0,0,0,0,GdPrv,None,0,2,2009,WD ,Normal,12.299112067295642,3091.0,3.5,12,11,0
809,906226080,90,RL,64.0,7018,Pave,None,Reg,Bnk,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,Duplex,SFoyer,5,5,Gable,CompShg,Plywood,Plywood,Stone,275.0,3,3,CBlock,4,3,3,6,1086.0,1,0.0,0.0,GasA,3,Y,SBrkr,0,1224,2,2,3,6,Typ,2,3,Detchd,1979.0,Unf,2.0,528.0,3,3,Y,120,0,0,0,0,0,0,None,None,0,6,2009,WD ,Alloca,11.940399914116648,2310.0,3.0,30,30,0
515,528456180,60,FV,72.0,8640,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,1,6,822.0,1,0.0,78.0,GasA,5,Y,SBrkr,0,1852,3,1,4,7,Typ,1,3,Attchd,2009.0,RFn,2.0,644.0,3,3,Y,168,108,0,0,0,0,0,None,None,0,7,2009,New,Partial,12.439875187430008,2752.0,3.5,0,0,0
2356,527376090,20,RL,78.0,10140,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,5,6,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,4,3,1,5,788.0,1,0.0,268.0,GasA,5,Y,SBrkr,0,1074,3,1,3,6,Typ,0,0,Attchd,1975.0,RFn,2.0,495.0,3,3,Y,0,88,0,0,0,0,0,MnPrv,None,0,7,2006,WD ,Normal,11.941462360646149,2130.0,2.5,31,31,0
410,527453050,160,RL,24.0,2308,Pave,None,Reg,Lvl,AllPub,FR2,Gtl,NPkVill,Norm,Norm,TwnhsE,2Story,6,5,Gable,CompShg,Plywood,Brk Cmn,None,0.0,3,3,CBlock,4,3,1,5,306.0,1,0.0,498.0,GasA,3,Y,SBrkr,0,1548,3,1,3,7,Typ,1,3,Detchd,1976.0,RFn,2.0,440.0,3,3,Y,108,0,0,0,0,0,0,None,None,0,9,2009,WD ,Normal,11.891368749982085,2352.0,2.5,33,33,0
2755,906382030,20,RL,86.0,11210,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,240.0,4,3,PConc,4,3,3,6,20.0,1,0.0,1594.0,GasA,5,Y,SBrkr,0,1614,3,1,4,7,Typ,0,0,Attchd,2005.0,RFn,3.0,865.0,3,3,Y,144,59,0,0,0,0,0,None,None,0,7,2006,New,Partial,12.308182383129823,3228.0,2.0,1,0,0
